state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021,mar_2021
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,sat estimated volume,Mcf,95638,68561,200121,357156,386928,333955,161578,208423,240162,170349,80716,111383,28403,323423,312115,376321,17654,60696,23298,7793,14106,12842,4677,24497,37151,42023,
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,reported volume,Mcf,89954,91607,324809,439114,459426,405579,179282,117869,124101,106480,55601,70541,31860,196476,239736,360987,35418,21020,31481,9677,9072,10814,9010,10804,29568,20674,
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,sat estimate lower,Mcf,67652,48498,141561,252644,273704,236232,114296,147434,169885,120501,57097,78790,20092,228782,220783,266201,12488,42935,16480,5512,9978,9084,3309,17328,26280,29726,
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,sat estimate upper,Mcf,123624,88623,258681,461669,500153,431678,208859,269413,310439,220197,104336,143977,36715,418064,403447,486442,22820,78458,30115,10073,18234,16600,6046,31665,48023,54320,
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,blended estimate,Mcf,92796,80084,262465,398135,423177,369767,170430,163146,182131,138415,68159,90962,30132,259949,275925,368654,26536,40858,27389,8735,11589,11828,6844,17650,33360,31348,
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,produced oil,Bbl,1093757,1181915,1352109,1218515,1340501,1218891,1206839,1123178,1193599,1208894,1185783,1203070,1183837,1087349,1390553,1322434,1246936,1139043,1112976,1060578,955603,934906,862519,857917,871500,589968,
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,produced gas,Mcf,9436352,10540797,12532613,12709453,13739894,13226190,13713250,13726531,13193624,14140538,14044069,14448836,14412982,13109428,14064543,13900349,14366685,13670643,14019671,13991459,13312084,13578965,12951836,13030325,13367403,10276996,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,blended estimate equivalent co2 released,Metric tons,96.2836,428.3168,480.8152,249.1208,626.4188,2266.0348,2581.2444,3785.2004,2434.9832,124.5604,388.4224,1384.5768,180.1824,331.1564,160.4544,,,845.1804,89.8172,733.8816,368.5848,330.5536,481.1440,367.3792,347.1580,1466.1192,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,reported equivalent co2 released,Metric tons,183.0868,777.8312,651.5720,376.8596,1153.9236,3300.2204,2957.9944,3542.1624,2483.9744,56.3344,580.4964,1212.6692,181.1140,456.2648,238.2156,,,926.7228,88.8308,964.0964,165.6056,164.7288,602.1424,707.2488,417.4116,2097.1412,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimated volume,Mcf,173,1438,5658,2215,1805,22480,40228,73507,43541,3517,3582,28403,3272,3759,1510,,,13935,1656,9190,10430,9058,6573,502,5052,15240,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,reported volume,Mcf,3341,14194,11890,6877,21057,60223,53978,64638,45328,1028,10593,22129,3305,8326,4347,,,16911,1621,17593,3022,3006,10988,12906,7617,38269,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimate lower,Mcf,151,1258,4950,1938,1579,19666,35192,64306,38090,3077,3134,24848,2862,3288,1321,,,12190,1449,8040,9124,7924,5750,439,4420,13332,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimate upper,Mcf,195,1618,6366,2492,2031,25294,45264,82709,48991,3958,4031,31959,3681,4230,1699,,,15679,1863,10341,11736,10192,7395,565,5685,17147,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,blended estimate,Mcf,1757,7816,8774,4546,11431,41351,47103,69073,44434,2273,7088,25266,3288,6043,2928,,,15423,1639,13392,6726,6032,8780,6704,6335,26754,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,produced oil,Bbl,180374,157043,161466,147376,146953,131290,130918,140695,139055,150864,149913,156633,162282,147554,145158,,,121150,129213,130637,130556,132588,125971,119513,122068,88482,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,produced gas,Mcf,1803098,1611764,1748799,1682968,1770722,1685222,1740623,1730004,1753853,1935606,2098772,2220611,2447483,2246294,2307809,,,2070095,2028743,2086220,2054087,1967920,1918238,1970002,1930146,1591923,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,reported equivalent co2 released,Metric tons,1693.8680,1208.8880,986.8932,856.9624,845.1804,2463.2052,2020.6404,1892.7920,3594.9896,1083.5056,2129.2540,2082.6740,1978.1704,1177.7068,1169.4868,699.1932,204.8424,710.2628,1166.3084,2351.1392,2411.4192,1796.9468,1868.8992,1706.1980,585.2092,1488.2036,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,blended estimate equivalent co2 released,Metric tons,1200.7228,662.9156,549.8632,663.2992,635.0224,1615.4492,2244.9916,1908.0264,3257.9696,1157.7596,1473.0788,1517.6312,1181.5976,770.1592,870.5528,700.0700,325.9504,690.6992,1422.7724,1799.7964,1539.4416,1407.0996,1257.9888,1291.3072,689.0004,1076.1624,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,sat estimated volume,Mcf,12912,2134,2058,8570,7753,14010,45061,35096,53302,22483,14906,17383,7026,6617,10432,12792,8159,12247,30643,22782,12181,18564,11809,15994,14467,12119,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,reported volume,Mcf,30910,22060,18009,15638,15423,44949,36873,34540,65602,19772,38855,38005,36098,21491,21341,12759,3738,12961,21283,42904,44004,32791,34104,31135,10679,27157,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,sat estimate lower,Mcf,9096,1503,1450,6038,5462,9869,31744,24724,37549,15838,10501,12246,4949,4661,7349,9011,5748,8628,21587,16049,8581,13077,8319,11267,10191,8537,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,sat estimate upper,Mcf,16728,2765,2666,11103,10044,18150,58379,45468,69054,29127,19312,22521,9102,8572,13515,16572,10570,15866,39700,29515,15780,24050,15299,20721,18742,15700,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,blended estimate,Mcf,21911,12097,10034,12104,11588,29479,40967,34818,59452,21127,26881,27694,21562,14054,15886,12775,5948,12604,25963,32843,28092,25677,22956,23564,12573,19638,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,produced oil,Bbl,255216,202619,217078,216150,341532,324372,327308,312556,283757,292047,282390,268429,291063,260040,306207,305505,203173,360673,323416,263759,299416,287012,257666,248822,241867,143625,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,produced gas,Mcf,875064,738642,659802,759189,910706,1181119,1455027,1597970,1511488,1221965,1697382,1580212,1399277,1085952,1481655,1436532,1277245,1283282,1293768,1192970,1151807,1118874,968174,905400,1026139,452967,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,blended estimate equivalent co2 released,Metric tons,1925.3432,2281.3788,4526.8088,9551.4208,11718.4868,10720.4144,9359.1276,6587.7272,4123.2616,5320.2580,3777.1448,3214.2392,3268.1076,6301.0136,2449.5052,4438.5808,4431.1828,2645.0316,2629.8520,1859.9668,1744.3388,1951.0992,1268.2912,2495.2084,2067.9876,3749.7996,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,reported equivalent co2 released,Metric tons,2658.7316,2403.6924,5415.5552,7920.5180,12254.4308,13971.2052,9940.4460,7364.3528,4424.3876,4675.6456,3995.3584,3172.2076,3114.1744,7888.5696,3107.4340,6203.9628,4011.0860,3396.3396,3726.9480,2943.3080,2402.8156,2447.8064,1784.3976,2837.4344,2498.3320,4271.7696,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,sat estimated volume,Mcf,21752,39398,66389,204056,204061,136307,160179,106041,69747,108848,64944,59421,62446,86011,32694,48781,88527,34558,27971,14173,19815,26541,13725,39287,29884,58902,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,reported volume,Mcf,48517,43863,98824,144535,223621,254949,181395,134386,80737,85322,72908,57887,56828,143952,56705,113211,73195,61977,68010,53710,43847,44668,32562,51778,45590,77952,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,sat estimate lower,Mcf,16156,29263,49311,151565,151569,101243,118975,78763,51806,80848,48238,44135,46383,63886,24284,36233,65755,25668,20776,10527,14718,19714,10195,29181,22197,43750,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,sat estimate upper,Mcf,27347,49533,83466,256547,256554,171370,201383,133319,87689,136848,81650,74706,78510,108137,41104,61329,111300,43447,35166,17818,24913,33368,17256,49394,37572,74054,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,blended estimate,Mcf,35134,41631,82606,174296,213841,195628,170787,120214,75242,97085,68926,58654,59637,114982,44699,80996,80861,48267,47990,33941,31831,35604,23144,45533,37737,68427,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,produced oil,Bbl,397366,365232,432691,442759,472792,444962,461487,449635,410055,462543,441198,418162,389891,378209,397769,448124,396174,386709,427503,402186,356153,388119,363086,346718,337911,258390,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,produced gas,Mcf,1627543,1507368,1699693,1509232,1589228,1535732,1740680,1784473,1593052,1736689,1633404,1555240,1479581,1412174,1505460,1624080,1474047,1503773,1601953,1606840,1501383,1644837,1562481,1471200,1494309,1081357,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,reported equivalent co2 released,Metric tons,14242.6844,5992.3252,3986.7548,6879.1536,10898.5144,15465.7108,28608.7236,46439.7668,34699.4148,15897.5348,23342.0600,10382.2436,7651.3952,8416.8416,8267.1280,17004.2208,13639.1172,4479.9548,2769.8112,4901.9148,3860.2764,4648.0264,2716.2168,3634.7744,3932.9412,6686.5316,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,blended estimate equivalent co2 released,Metric tons,12077.1528,4258.0696,3012.6300,7656.2176,7365.3392,12621.2620,23181.0028,39638.7032,32838.6808,18642.5764,17891.3232,13980.9596,10161.7284,8911.4664,7206.5836,14531.2064,12124.1712,7095.3944,5277.1852,8820.2792,4782.7248,6682.3668,4504.3408,4560.2368,4885.2556,4628.4080,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,sat estimated volume,Mcf,180868,46055,37200,153892,69929,178409,323965,599226,565291,390285,227018,320798,231242,171643,112154,220041,193599,177205,142054,232457,104110,159065,114825,100104,106525,46903,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,reported volume,Mcf,259903,109349,72751,125532,198878,282221,522057,847441,633201,290101,425950,189457,139624,153592,150860,310296,248889,81751,50544,89451,70443,84818,49566,66328,71769,122017,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,sat estimate lower,Mcf,180168,45877,37056,153296,69658,177718,322711,596906,563102,388774,226139,319555,230347,170979,111720,219188,192849,176519,141504,231557,103706,158449,114381,99717,106112,46721,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,sat estimate upper,Mcf,181569,46234,37344,154488,70200,179100,325220,601547,567481,391797,227897,322040,232138,172308,112588,220893,194348,177892,142604,233357,104513,159681,115270,100492,106938,47084,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,blended estimate,Mcf,220386,77702,54975,139712,134404,230315,423011,723334,599246,340193,326484,255127,185433,162618,131507,265168,221244,129478,96299,160954,87276,121941,82196,83216,89147,84460,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,produced oil,Bbl,1257667,982767,986543,1322601,1612295,1798394,1896044,1807927,1746183,1858580,1673564,1503122,1408912,1292062,1358814,1130885,1297769,1195377,1128353,1066804,960176,967407,881818,870125,855731,626357,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,produced gas,Mcf,2206255,1798413,1800696,2138106,2339076,2493569,2782961,2454789,2595304,2532243,2502095,2388361,2309285,2105568,2101529,2091425,2200093,2056596,2078911,1933233,1837264,1790045,1688314,1613342,1619013,1207559,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,reported equivalent co2 released,Metric tons,35914.1116,16446.0280,25583.7088,11846.3352,24756.8316,15408.6092,16650.8156,15754.6712,16537.5440,23443.7688,11617.9288,9568.7924,9362.5252,13187.2912,9421.4900,8509.1248,6263.9688,6819.5860,8761.1500,5749.7804,6966.9432,6841.8896,5018.3100,5032.1744,5621.8772,14222.9564,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,blended estimate equivalent co2 released,Metric tons,26265.9140,14487.3116,23298.8228,13723.8380,23827.0948,13671.0108,16147.9160,15305.9688,20044.2508,22997.0940,9593.8360,10101.3388,9164.5328,10176.9080,6374.8840,8558.3352,7470.4456,7507.7096,7153.4276,5464.4916,5954.2392,6481.9084,5773.1252,5890.6712,5737.1764,10338.2940,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,sat estimated volume,Mcf,303242,228624,383466,284696,417836,217764,285492,271118,429762,411504,138135,194048,163623,130776,60735,157071,158338,149558,101199,94511,90174,111714,119123,123159,106796,117767,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,reported volume,Mcf,655367,300110,466856,216174,451767,281179,303847,287494,301780,427806,212006,174613,170849,240644,171925,155276,114306,124445,159875,104923,127134,124852,91575,91828,102589,259543,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,sat estimate lower,Mcf,286433,215952,362211,268915,394675,205693,269667,256090,405940,388694,130478,183292,154554,123527,57369,148365,149561,141268,95589,89272,85175,105522,112520,116332,100877,111239,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,sat estimate upper,Mcf,320051,241297,404722,300477,440996,229835,301317,286146,453584,434314,145791,204805,172693,138025,64102,165778,167114,157849,106808,99750,95172,117906,125726,129986,112716,124295,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,blended estimate,Mcf,479305,264367,425161,250435,434801,249471,294670,279306,365771,419655,175070,184331,167236,185710,116330,156174,136322,137002,130537,99717,108654,118283,105349,107494,104693,188655,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,produced oil,Bbl,11054750,10284206,11699487,11052845,11317098,10935023,11571750,11205718,10389886,11121764,10941134,12311995,12036195,11448958,12288696,11306381,11893823,11306664,11325131,10964205,10208472,10545329,10035934,10224258,10195029,7424897,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,produced gas,Mcf,30012265,29365378,33854363,31068143,32139385,34480750,33501725,37035745,37075987,34562509,37547929,36790450,36720911,34455208,37510477,35970634,37404115,34782101,35596994,35519198,32862252,34179171,32645830,30765158,30002491,20994681,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,reported equivalent co2 released,Metric tons,79415.0640,41862.5968,20723.6612,56367.3348,68025.8156,89826.7352,54889.3788,64057.1996,49403.6796,63816.0248,150212.4992,140991.4128,39262.6656,91701.7172,94616.6388,9343.4000,5310.8324,28245.5092,20127.4372,5989.6948,5822.6096,5094.3724,12069.0424,13494.6096,6735.2488,9644.3616,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,blended estimate equivalent co2 released,Metric tons,81428.5256,39581.8756,19488.1952,51591.6244,53797.7628,93923.6928,68220.0816,85966.1300,65019.2136,71037.4044,118403.0720,110024.4260,40231.2008,80215.1988,72514.8672,10375.0648,9419.4624,37506.1064,18446.6664,11314.7752,9125.6796,17323.2116,18033.5292,17465.2532,11703.2524,15780.5916,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,sat estimated volume,Mcf,1522663,680678,333078,854306,722076,1788699,1488154,1968524,1471437,1428080,1580175,1442654,751821,1254174,919948,208151,246864,853408,305947,303648,226802,539271,437921,391167,304219,399942,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,reported volume,Mcf,1449180,763916,378169,1028601,1241347,1639174,1001631,1168927,901527,1164526,2741104,2572836,716472,1673389,1726581,170500,96913,515429,367289,109301,106252,92963,220238,246252,122906,175992,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,sat estimate lower,Mcf,1500866,670935,328310,842076,711739,1763094,1466851,1940344,1450374,1407637,1557555,1422003,741059,1236220,906779,205172,243330,841191,301567,299301,223555,531551,431652,385567,299864,394217,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,sat estimate upper,Mcf,1544460,690422,337846,866535,732412,1814304,1509457,1996703,1492501,1448523,1602795,1463306,762583,1272127,933117,211131,250398,865624,310326,307994,230049,546990,444190,396767,308574,405667,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,blended estimate,Mcf,1485922,722297,355624,941453,981711,1713936,1244892,1568725,1186482,1296303,2160640,2007745,734146,1463781,1323264,189326,171888,684418,336618,206474,166527,316117,329079,318709,213563,287967,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,produced oil,Bbl,3651668,3437534,3801763,4089038,4005006,4118448,3865357,4066204,3988934,3760974,3910882,3787185,3686433,3634956,3816186,3331005,3291179,3531710,3404167,3106193,2930312,3284236,3667568,3874584,3396420,2021501,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,produced gas,Mcf,9684378,8362770,9513478,9545359,9857499,9511809,9720893,10464258,10634801,10866970,10429462,10897718,10829841,9816045,10832153,9803359,8953946,9854318,9870395,9701918,9146208,9824415,9903117,10076553,9448779,6183056,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,reported equivalent co2 released,Metric tons,3467.2508,1100.2196,2492.6876,2561.4068,6269.1748,12309.5596,19425.5040,35239.7976,29581.3688,7309.9912,5928.5928,4511.4100,3003.4236,2811.4592,1773.9308,1742.3660,814.1088,4037.4448,5409.9108,4812.3168,3247.7768,2518.2792,2118.8968,3678.4500,2459.8076,1791.8504,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,blended estimate equivalent co2 released,Metric tons,2668.7600,1196.6676,3765.5820,3620.5264,6186.2624,11575.2944,17922.3948,34716.4576,28129.4976,10305.3044,7226.2568,6889.2916,4356.4356,2685.2548,2547.7616,2644.1000,1687.8948,6072.0044,8125.6892,5556.8844,2765.2628,2811.2948,2233.2644,5135.9108,2893.0564,1372.5208,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,sat estimated volume,Mcf,34129,23598,91942,85395,111375,197830,299622,623962,486819,242713,155545,169108,104187,46699,60612,64705,46746,147929,197837,114990,41656,56648,42840,120317,60699,17394,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,reported volume,Mcf,63271,20077,45487,46741,114401,224627,354480,643062,539806,133394,108186,82325,54807,51304,32371,31795,14856,73676,98721,87816,59266,45954,38666,67125,44887,32698,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,sat estimate lower,Mcf,28231,19520,76053,70637,92127,163641,247841,516129,402687,200767,128664,139883,86182,38628,50137,53523,38667,122364,163647,95117,34457,46858,35437,99524,50209,14388,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,sat estimate upper,Mcf,40027,27676,107831,100153,130623,232018,351402,731795,570951,284658,182426,198333,122193,54769,71087,75888,54825,173495,232027,134862,48855,66438,50244,141110,71189,20400,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,blended estimate,Mcf,48700,21837,68715,66068,112888,211228,327051,633512,513312,188053,131866,125717,79497,49001,46492,48250,30801,110803,148279,101403,50461,51301,40753,93721,52793,25046,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,produced oil,Bbl,390239,361539,465803,531048,536250,480699,539252,623254,579655,567520,520298,483244,436862,372872,489720,487944,393496,499741,570643,496820,426412,405908,395954,358258,352118,215859,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,produced gas,Mcf,2894779,2637195,2875129,3306393,3682941,3573818,4198931,4720321,4708285,4632625,4490704,4386459,3975670,3541369,4096177,3918558,3259416,4062092,4254256,4043718,3436298,3411118,3349657,3082814,3205060,1878886,
TX,Penn Virginia Corp (PVAC),Penn Virginia Corp,PVAC,reported equivalent co2 released,Metric tons,382.1204,570.0844,227.3104,147.9052,130.7528,102.3664,87.3512,162.9752,2658.0192,809.3412,209.3908,166.8112,158.0980,620.8292,112.7784,101.4348,87.2964,103.5172,3.5620,98.8592,85.5976,112.1208,48.6076,88.1732,117.8748,74.0348,
TX,Penn Virginia Corp (PVAC),Penn Virginia Corp,PVAC,blended estimate equivalent co2 released,Metric tons,243.6408,442.2360,204.8972,251.3676,129.4376,234.5440,1030.0208,220.4604,1897.5048,1052.2148,309.2912,202.7600,126.0948,533.7520,125.7112,263.1496,315.2644,229.1188,121.7108,259.5328,92.1736,174.2092,157.1116,218.5972,119.2996,123.6836,
TX,Penn Virginia Corp (PVAC),Penn Virginia Corp,PVAC,sat estimated volume,Mcf,1918,5736,3331,6475,2339,6692,35998,5073,20748,23633,7467,4357,1717,8151,2531,7753,9914,6474,4377,7669,1802,4311,4847,6370,2203,3163,
TX,Penn Virginia Corp (PVAC),Penn Virginia Corp,PVAC,reported volume,Mcf,6973,10403,4148,2699,2386,1868,1594,2974,48504,14769,3821,3044,2885,11329,2058,1851,1593,1889,65,1804,1562,2046,887,1609,2151,1351,
TX,Penn Virginia Corp (PVAC),Penn Virginia Corp,PVAC,sat estimate lower,Mcf,1625,4860,2822,5486,1981,5669,30497,4298,17577,20021,6326,3691,1455,6905,2144,6568,8399,5484,3708,6497,1526,3652,4106,5396,1866,2679,
TX,Penn Virginia Corp (PVAC),Penn Virginia Corp,PVAC,sat estimate upper,Mcf,2212,6613,3840,7465,2696,7714,41500,5848,23919,27245,8608,5022,1980,9397,2917,8938,11429,7463,5046,8841,2077,4970,5587,7343,2540,3646,
TX,Penn Virginia Corp (PVAC),Penn Virginia Corp,PVAC,blended estimate,Mcf,4446,8070,3739,4587,2362,4280,18796,4023,34626,19201,5644,3700,2301,9740,2294,4802,5753,4181,2221,4736,1682,3179,2867,3989,2177,2257,
TX,Penn Virginia Corp (PVAC),Penn Virginia Corp,PVAC,produced oil,Bbl,853667,754020,868761,856015,867121,781307,941296,919511,939482,1014492,985502,1028576,980894,884140,946484,939609,748350,910888,961796,900753,784576,774655,706622,729657,733947,488985,
TX,Penn Virginia Corp (PVAC),Penn Virginia Corp,PVAC,produced gas,Mcf,1133426,1141606,1345807,1499228,1548343,1384214,1525586,1561787,1378027,1418412,1345404,1447924,1345115,1124733,1247625,1193010,940473,1209009,1286088,1201896,1074718,1053892,988549,965810,955138,613203,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,blended estimate equivalent co2 released,Metric tons,64316.3488,39170.9304,51063.8456,66834.4636,77181.1968,81021.5260,81542.8384,94198.4052,76475.9208,61307.2260,57558.4128,62968.5428,89868.3284,55666.3880,37751.5556,24377.3964,12865.5604,35622.3564,34776.8472,30480.0888,23852.3028,19842.7512,14214.4624,14409.6600,13729.9756,10491.3504,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,reported equivalent co2 released,Metric tons,71916.2868,44621.6672,40403.3824,74284.7976,55662.7712,82529.5124,74526.1916,97421.0288,78766.7252,74412.9200,62953.6372,74664.6712,104805.1096,64085.1476,54502.6004,28373.1932,18822.9232,19235.2932,23997.4680,16347.1140,18495.5480,24654.9036,12203.3024,11257.8928,16695.3132,5779.2080,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,sat estimated volume,Mcf,1034972,615332,1126356,1083652,1801089,1450977,1616049,1660141,1353742,879589,951884,935628,1367363,862184,383222,371926,126062,949077,831317,814107,533011,274281,296088,320464,196434,277436,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,reported volume,Mcf,1312341,814264,737288,1355562,1015744,1506013,1359967,1777756,1437349,1357900,1148789,1362494,1912502,1169437,994573,517759,343484,351009,437910,298305,337510,449907,222688,205436,304659,105460,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,sat estimate lower,Mcf,955678,568189,1040061,1000628,1663099,1339811,1492236,1532950,1250026,812200,878955,863945,1262603,796128,353862,343431,116403,876364,767626,751735,492175,253267,273403,295912,181385,256181,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,sat estimate upper,Mcf,1114266,662476,1212651,1166675,1939079,1562143,1739862,1787332,1457459,946979,1024812,1007311,1472123,928240,412582,400421,135720,1021790,895008,876480,573848,295295,318773,345016,211484,298692,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,blended estimate,Mcf,1173656,714798,931822,1219607,1408416,1478495,1488008,1718949,1395546,1118745,1050336,1149061,1639933,1015810,688897,444843,234773,650043,634614,556206,435261,362094,259388,262950,250547,191448,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,produced oil,Bbl,13037985,11924775,12836158,12758543,13753180,13463754,13850428,14295140,13783479,14361145,14089400,14417233,15280867,13837632,14986992,14132836,13414476,14247637,13859745,12904921,13152289,13653139,13333450,13563195,13487208,8815260,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,produced gas,Mcf,29155794,27038588,29565727,29781012,32244631,31994176,33393820,34360037,34058767,35279311,34004841,35233953,36270148,32989375,36579231,35351599,35619252,37139661,38880987,37474044,37849548,38561333,37445379,38460563,37666296,24558854,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,reported equivalent co2 released,Metric tons,17467.9932,7221.1056,11150.4848,7938.8760,9664.8020,10620.6784,9234.7864,16849.7944,16347.3880,12410.8300,11108.7820,9553.5032,7245.8752,7526.9444,7355.6944,5451.4492,4486.6404,3120.5312,3806.9012,6254.3788,3938.9692,2973.8864,5643.2492,10255.9296,9075.9212,6989.3016,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,blended estimate equivalent co2 released,Metric tons,11839.9784,5797.1276,7989.2920,8881.7100,9231.0052,10384.4356,7490.3380,14527.4252,16503.3488,10400.1084,10497.9812,9219.7164,7073.0908,6451.2752,5016.2276,3952.2308,3937.6540,3154.1784,3225.1444,5479.1232,3705.7404,3940.0104,6631.1836,9386.5276,7132.1104,6138.2576,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,sat estimated volume,Mcf,113358,79801,88105,179280,160533,185187,104852,222720,304002,153092,180423,162152,125918,98094,48845,44763,61838,58172,48237,85837,63368,89528,139036,155421,94676,96483,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,reported volume,Mcf,318759,131772,203476,144870,176365,193808,168518,307478,298310,226475,202715,174334,132224,137353,134228,99479,81873,56944,69469,114131,71879,54268,102979,187152,165619,127542,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,sat estimate lower,Mcf,90834,63945,70598,143657,128635,148390,84018,178465,243597,122673,144573,129933,100898,78603,39140,35868,49551,46613,38652,68781,50777,71739,111410,124539,75864,77312,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,sat estimate upper,Mcf,135882,95658,105611,214903,192430,221983,125685,266974,364406,183511,216273,194372,150938,117585,58551,53657,74125,69731,57822,102893,75959,107317,166662,186303,113488,115654,
