state,combined_name,company_name,ticker,product_type,product_units,jan_2019,feb_2019,mar_2019,apr_2019,may_2019,jun_2019,jul_2019,aug_2019,sep_2019,oct_2019,nov_2019,dec_2019,jan_2020,feb_2020,mar_2020,apr_2020,may_2020,jun_2020,jul_2020,aug_2020,sep_2020,oct_2020,nov_2020,dec_2020,jan_2021,feb_2021
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,sat estimate upper,Mcf,109509,78504,229145,408956,443045,382389,185012,238651,274993,195055,92423,127538,32522,370329,357381,430900,20215,69499,26676,8923,16152,14705,4645,25218,40967,
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,blended estimate,Mcf,91401,79084,259546,392925,417533,364895,168073,160106,178628,135930,66981,89337,29717,255231,271372,357727,25653,39094,25181,8067,10957,11265,6153,15721,34735,
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,blended estimate equivalent co2 released,metric tons,5008.8,4333.8,14223.1,21532.3,22880.8,19996.2,9210.4,8773.8,9788.8,7449.0,3670.6,4895.7,1628.5,13986.7,14871.2,19603.4,1405.8,2142.4,1379.9,442.1,600.4,617.3,337.2,861.5,1903.5,
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,produced oil,Bbl,1093757,1181753,1351996,1218516,1340500,1218893,1206840,1123177,1193600,1208893,1185783,1202923,1183851,1087368,1390554,1313283,1205592,1097467,1085149,1033645,931064,909947,839538,833769,,
TX,Laredo Petroleum Inc (LPI),Laredo Petroleum Inc,LPI,produced gas,Mcf,9436352,10539951,12531702,12709453,13739894,13226192,13713250,13726531,13193624,14140538,14044069,14448836,14412996,13109448,14064484,13885824,13825805,13151009,13508722,13494379,12841741,13101691,12504722,12578818,,
TX,Lilis Energy Inc (LLEX),Lilis Energy Inc,LLEX,sat estimated volume,Mcf,158965,132534,189502,192118,261234,369548,168008,156928,110413,203073,351623,507538,459018,505605,329940,479507,311824,506168,521765,406776,238232,381757,388742,7449,3799,
TX,Lilis Energy Inc (LLEX),Lilis Energy Inc,LLEX,sat estimate lower,Mcf,140608,117229,167618,169932,231067,326873,148606,138806,97663,179622,311017,448928,406011,447217,291838,424133,275814,447716,461511,359801,210721,337671,343850,6589,3360,
TX,Lilis Energy Inc (LLEX),Lilis Energy Inc,LLEX,sat estimate upper,Mcf,177323,147839,211386,214303,291401,412224,187409,175050,123164,226524,392228,566149,512026,563992,368042,534880,347833,564621,582018,453751,265743,425842,433634,8310,4238,
TX,Lilis Energy Inc (LLEX),Lilis Energy Inc,LLEX,blended estimate,Mcf,158965,132534,189502,130953,166269,199786,96388,80956,61549,110351,176705,507538,238443,259952,172446,242367,156664,263648,272846,207524,121832,381757,388742,7449,3799,
TX,Lilis Energy Inc (LLEX),Lilis Energy Inc,LLEX,blended estimate equivalent co2 released,metric tons,8711.3,7262.9,10384.7,7176.2,9111.5,10948.3,5282.1,4436.4,3372.9,6047.2,9683.4,27813.1,13066.7,14245.4,9450.0,13281.7,8585.2,14447.9,14952.0,11372.3,6676.4,20920.3,21303.1,408.2,208.2,
TX,Lilis Energy Inc (LLEX),Lilis Energy Inc,LLEX,produced oil,Bbl,118297,94233,126531,129690,130005,127251,90248,74898,70282,97074,88059,107796,110202,111044,101854,77555,38512,89220,92275,85332,75747,79259,83526,3894,,
TX,Lilis Energy Inc (LLEX),Lilis Energy Inc,LLEX,produced gas,Mcf,969621,753229,947958,903045,976195,1251922,825343,721301,529642,679423,645251,685425,932773,781341,821965,622341,262564,703611,744706,847120,724233,725166,765532,31994,,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimated volume,Mcf,171,1420,5589,2188,1783,22204,39735,72606,43007,3474,3538,28055,3232,3713,1491,,,13764,1636,9078,10302,8947,6492,496,4990,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,reported volume,Mcf,3341,14194,11890,6877,21057,60223,53978,64638,45328,1028,10593,22129,3305,8326,4347,,,16911,1621,17593,3022,3006,10988,12906,,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,reported equivalent co2 released,metric tons,183.1,777.8,651.6,376.9,1153.9,3300.2,2958.0,3542.2,2484.0,56.3,580.5,1212.7,181.1,456.3,238.2,,,926.7,88.8,964.1,165.6,164.7,602.1,707.2,,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimate lower,Mcf,132,1100,4328,1694,1380,17194,30769,56224,33303,2690,2740,21725,2502,2875,1155,,,10658,1267,7029,7978,6928,5027,384,3864,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,sat estimate upper,Mcf,209,1740,6850,2682,2185,27214,48700,88989,52711,4258,4337,34386,3961,4551,1828,,,16870,2005,11126,12627,10965,7957,608,6116,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,blended estimate,Mcf,1756,7807,8739,4532,11420,41214,46856,68622,44167,2251,7066,25092,3268,6019,2919,,,15337,1628,13335,6662,5976,8740,6701,4990,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,blended estimate equivalent co2 released,metric tons,96.2,427.8,478.9,248.4,625.8,2258.5,2567.7,3760.5,2420.4,123.4,387.2,1375.0,179.1,329.8,160.0,,,840.5,89.2,730.8,365.1,327.5,479.0,367.2,273.5,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,produced oil,Bbl,180375,157095,161541,147384,146951,131273,130917,140681,139064,150786,149903,156628,162283,146817,145087,,,121154,129066,130629,130562,132568,124911,119447,112037,
TX,Lime Rock Resources (Private),Lime Rock Resources,Private,produced gas,Mcf,1803097,1611762,1748779,1682974,1770704,1685225,1740634,1730012,1753857,1935606,2098770,2220610,2447486,2246297,2307807,,,2069841,2028662,2085840,2053694,1967919,1918221,1970003,1918584,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,sat estimated volume,Mcf,12321,2037,1964,8178,7398,13369,42999,33489,50862,21454,14224,16588,6704,6314,9954,12207,7785,11686,29241,21739,11623,17714,11269,12824,13805,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,reported volume,Mcf,33252,33563,18429,16059,16107,45686,37248,34743,65688,19898,38916,38139,36363,21592,21372,12815,3738,13426,21344,47783,43522,30672,30796,23602,,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,reported equivalent co2 released,metric tons,1822.2,1839.3,1009.9,880.0,882.7,2503.6,2041.2,1903.9,3599.7,1090.4,2132.6,2090.0,1992.7,1183.2,1171.2,702.3,204.8,735.7,1169.7,2618.5,2385.0,1680.8,1687.6,1293.4,,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,sat estimate lower,Mcf,8361,1382,1333,5549,5020,9071,29177,22724,34512,14557,9652,11256,4549,4284,6754,8283,5283,7930,19841,14751,7887,12020,7646,8702,9367,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,sat estimate upper,Mcf,16282,2691,2595,10807,9776,17666,56821,44255,67212,28350,18797,21920,8859,8343,13154,16130,10288,15443,38640,28727,15359,23408,14891,16946,18242,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,blended estimate,Mcf,22787,17800,10196,12119,11753,29527,40123,34116,58275,20676,26570,27363,21534,13953,15663,12511,5762,12556,25292,34761,27573,24193,21032,18213,13805,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,blended estimate equivalent co2 released,metric tons,1248.7,975.4,558.7,664.1,644.1,1618.1,2198.7,1869.6,3193.5,1133.0,1456.0,1499.5,1180.1,764.6,858.3,685.6,315.8,688.1,1386.0,1904.9,1511.0,1325.8,1152.6,998.1,756.5,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,produced oil,Bbl,270635,247925,228524,227603,352565,334341,337683,324527,294781,302594,291792,278188,300091,268309,314868,313348,207233,368587,329885,268999,302579,271667,246104,196016,,
TX,Lonestar Resources US Inc (LONE),Lonestar Resources US Inc,LONE,produced gas,Mcf,879084,762100,669034,767977,918770,1192348,1460068,1606080,1520085,1228591,1703448,1587150,1403263,1091367,1485370,1442574,1080422,1098909,1123890,1096444,914056,794790,699985,514571,,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,sat estimated volume,Mcf,21973,39798,67062,206127,206132,137690,161804,107117,70455,109952,65603,60023,63080,86884,33025,49276,89426,34908,28254,14316,20016,26810,13864,39686,30187,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,reported volume,Mcf,48517,43863,98824,144535,223621,254949,181395,134386,80737,85322,72908,57887,56828,143952,56705,113211,73195,61977,68010,53710,43847,44668,32562,51778,,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,reported equivalent co2 released,metric tons,2658.7,2403.7,5415.6,7920.5,12254.4,13971.2,9940.4,7364.4,4424.4,4675.6,3995.4,3172.2,3114.2,7888.6,3107.4,6204.0,4011.1,3396.3,3726.9,2943.3,2402.8,2447.8,1784.4,2837.4,,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,sat estimate lower,Mcf,15442,27969,47129,144859,144862,96763,113710,75278,49513,77271,46103,42182,44330,61059,23209,34629,62845,24532,19856,10061,14067,18841,9743,27890,21215,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,sat estimate upper,Mcf,28504,51627,86995,267395,267401,178616,209898,138956,91397,142634,85103,77865,81830,112709,42842,63923,116006,45284,36653,18572,25966,34779,17985,51482,39160,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,blended estimate,Mcf,35245,41830,82943,175331,214876,196319,171600,120752,75596,97637,69256,58955,59954,115418,44865,81244,81310,48443,48132,34013,31932,35739,23213,45732,30187,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,blended estimate equivalent co2 released,metric tons,1931.4,2292.3,4545.3,9608.1,11775.2,10758.3,9403.7,6617.2,4142.7,5350.5,3795.2,3230.7,3285.5,6324.9,2458.6,4452.2,4455.8,2654.7,2637.6,1863.9,1749.9,1958.5,1272.1,2506.1,1654.2,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,produced oil,Bbl,397366,365232,432691,442759,472792,444962,461487,449635,410055,462543,441198,418162,389891,378209,397769,448124,396174,386709,427503,402186,356153,388119,363086,346708,337912,
TX,Matador Resources Co (MTDR),Matador Resources Co,MTDR,produced gas,Mcf,1627543,1507368,1699693,1509232,1589228,1535732,1740680,1784473,1593052,1736689,1633404,1555240,1479581,1412174,1505460,1624080,1474047,1503773,1601953,1606840,1501383,1644837,1562481,1471200,1494309,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,sat estimated volume,Mcf,211515,53859,43503,179968,81778,208639,378859,700760,661075,456416,265485,375154,270424,200727,131158,257325,226402,207231,166124,271845,121750,186017,134282,117066,124575,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,reported volume,Mcf,259903,109349,72751,125532,198878,282221,522057,847441,633201,290101,425950,189457,139624,153592,150860,310296,248889,81751,50544,89451,70443,84818,49566,66328,,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,reported equivalent co2 released,metric tons,14242.7,5992.3,3986.8,6879.2,10898.5,15465.7,28608.7,46439.8,34699.4,15897.5,23342.1,10382.2,7651.4,8416.8,8267.1,17004.2,13639.1,4480.0,2769.8,4901.9,3860.3,4648.0,2716.2,3634.8,,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,blended estimate,Mcf,2229,971,4070,,,,,,,,,16248,40136,30805,7856,2150,,,5167,,1177,,,,1570,
TX,Tap Rock Resources (Private),Tap Rock Resources,Private,blended estimate equivalent co2 released,metric tons,122.1,53.2,223.0,,,,,,,,,890.4,2199.5,1688.1,430.5,117.8,,,283.2,,64.5,,,,86.0,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,sat estimate lower,Mcf,197633,50324,40648,168156,76411,194946,353993,654767,617687,426460,248060,350532,252675,187553,122549,240436,211543,193630,155220,254003,113759,173808,125468,109383,116399,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,sat estimate upper,Mcf,225397,57394,46358,191780,87146,222333,403724,746753,704464,486372,282909,399777,288173,213901,139766,274214,241262,220832,177027,289687,129741,198226,143095,124750,132751,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,blended estimate,Mcf,235709,81604,58127,152750,140328,245430,450458,774101,647138,373259,345717,282306,205024,177160,141009,283810,237646,144491,108334,180648,96097,135417,91924,91697,124575,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,blended estimate equivalent co2 released,metric tons,12916.9,4471.9,3185.4,8370.7,7690.0,13449.6,24685.1,42420.7,35463.2,20454.6,18945.3,15470.4,11235.3,9708.4,7727.3,15552.8,13023.0,7918.1,5936.7,9899.5,5266.1,7420.9,5037.4,5025.0,6826.7,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,produced oil,Bbl,1257668,982767,986541,1322601,1612297,1798392,1896043,1807928,1746182,1858581,1673566,1503121,1408914,1292063,1302821,1130886,1297770,1195376,1128352,1066805,960176,967407,887864,870124,842691,
TX,Murphy Oil Corp (MUR),Murphy Oil Corp,MUR,produced gas,Mcf,2206255,1798421,1800696,2138106,2339076,2493574,2782961,2454789,2595302,2532243,2502098,2388355,2309286,2105564,2101113,2091425,2200093,2056596,2078911,1933233,1837264,1790045,1688314,1613342,1575334,
TX,Noble Energy Inc (NBL),Noble Energy Inc,NBL,sat estimated volume,Mcf,215447,198284,189666,233583,439256,375966,1551865,295452,168738,133961,83278,175655,111994,81534,75900,37396,10231,84811,122427,138476,18218,73994,16048,28566,90068,
TX,Noble Energy Inc (NBL),Noble Energy Inc,NBL,reported volume,Mcf,405352,242213,277818,389528,705685,421868,537252,315525,274653,242306,252533,238228,149820,130351,116047,101618,47986,40465,58394,73379,65288,75340,65305,80245,,
TX,Noble Energy Inc (NBL),Noble Energy Inc,NBL,reported equivalent co2 released,metric tons,22213.3,13273.3,15224.4,21346.1,38671.5,23118.4,29441.4,17290.8,15051.0,13278.4,13838.8,13054.9,8210.1,7143.2,6359.4,5568.7,2629.6,2217.5,3200.0,4021.2,3577.8,4128.6,3578.7,4397.4,,
TX,Noble Energy Inc (NBL),Noble Energy Inc,NBL,sat estimate lower,Mcf,170249,156686,149877,184580,347105,297093,1226303,233470,133339,105857,65807,138805,88499,64429,59977,29550,8085,67019,96743,109425,14396,58471,12681,22573,71173,
TX,Noble Energy Inc (NBL),Noble Energy Inc,NBL,sat estimate upper,Mcf,260646,239881,229456,282585,531406,454839,1877427,357434,204138,162064,100749,212505,135489,98639,91823,45241,12378,102604,148110,167526,22039,89518,19415,34559,108963,
TX,Noble Energy Inc (NBL),Noble Energy Inc,NBL,blended estimate,Mcf,310400,220248,233742,311555,572470,398917,1044558,305488,221696,188133,167906,206941,130907,105943,95974,69507,29109,62638,90410,105927,41753,74667,40676,54405,90068,
TX,Noble Energy Inc (NBL),Noble Energy Inc,NBL,blended estimate equivalent co2 released,metric tons,17009.9,12069.6,12809.1,17073.2,31371.4,21860.7,57241.8,16740.7,12148.9,10309.7,9201.2,11340.4,7173.7,5805.7,5259.4,3809.0,1595.2,3432.6,4954.5,5804.8,2288.1,4091.8,2229.0,2981.4,4935.7,
TX,Noble Energy Inc (NBL),Noble Energy Inc,NBL,produced oil,Bbl,1798818,1710907,1895004,1844286,2008014,2131194,2299703,2124050,2129680,2062478,2005383,1908431,1867918,1779262,2059546,2164754,1925824,1678549,1745799,1688846,1582233,1500576,1541303,1420145,1507360,
TX,Noble Energy Inc (NBL),Noble Energy Inc,NBL,produced gas,Mcf,11117286,10099250,11453156,11008652,11820441,12921446,15796350,13871738,12426805,11936975,11953973,11804727,11355968,10507008,10944508,10730579,10141899,9218492,9534138,9547096,9103124,8984156,8490478,7993691,8113018,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,sat estimated volume,Mcf,311691,234994,394151,292629,429477,223831,293447,278672,441736,422970,141983,199455,168182,134420,62427,161448,162749,153725,104018,97144,92686,114827,121855,130867,108417,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,reported volume,Mcf,662573,308312,475584,222142,459744,288640,310571,293074,305848,432256,212636,175283,171209,241121,172745,155929,114909,125011,160447,105441,127703,125388,91968,92157,,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,reported equivalent co2 released,metric tons,36309.0,16895.5,26062.0,12173.4,25194.0,15817.5,17019.3,16060.5,16760.5,23687.6,11652.5,9605.5,9382.3,13213.4,9466.4,8544.9,6297.0,6850.6,8792.5,5778.2,6998.1,6871.3,5039.8,5050.2,,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,sat estimate lower,Mcf,291937,220101,369171,274083,402259,209646,274849,261011,413741,396164,132985,186815,157524,125901,58471,151216,152435,143983,97426,90988,86812,107549,114132,122573,101546,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,sat estimate upper,Mcf,331445,249887,419130,311174,456696,238017,312044,296333,469732,449775,150982,212096,178841,142939,66384,171680,173063,163468,110610,103301,98560,122104,129577,139160,115288,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,blended estimate,Mcf,487132,271653,434867,257385,444611,256236,302009,285873,373792,427613,177310,187369,169696,187770,117586,158688,138829,139368,132233,101293,110195,120107,106911,111512,108417,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,blended estimate equivalent co2 released,metric tons,26694.8,14886.6,23830.7,14104.7,24364.7,14041.7,16550.1,15665.8,20483.8,23433.2,9716.6,10267.8,9299.3,10289.8,6443.7,8696.1,7607.8,7637.4,7246.4,5550.9,6038.7,6581.9,5858.7,6110.9,5941.3,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,produced oil,Bbl,11065640,10330651,11650591,11076774,11362608,10948583,11593877,11222855,10416722,11208730,10979829,12362599,12055942,11440279,12299396,11318412,11689871,11058688,11097619,10879951,10063074,10000094,9675076,9605730,2026,
TX,Occidental Petroleum Corp (OXY),Occidental Petroleum Corp,OXY,produced gas,Mcf,30055787,28561726,32464864,31019151,32111415,33268699,33414014,35964840,37024988,34643811,37535650,36913830,36487494,34232107,37394682,35728612,35760657,34034146,34856648,35136993,32322575,32909490,31674747,29372659,3036,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,sat estimated volume,Mcf,1754997,784539,383901,984659,832253,2061626,1715222,2268889,1695955,1645982,1821285,1662781,866537,1445541,1060317,239912,284531,983624,352629,349980,261408,621555,502027,450853,350638,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,reported volume,Mcf,1447602,764634,378169,1028601,1241347,1639229,1001663,1169573,901966,1164437,2720350,2560235,716337,1663871,1700946,169155,96116,500496,355094,106512,106056,92351,212497,233637,1038,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,reported equivalent co2 released,metric tons,79328.6,41901.9,20723.7,56367.3,68025.8,89829.7,54891.1,64092.6,49427.7,63811.1,149075.2,140300.9,39255.3,91180.1,93211.8,9269.7,5267.2,27427.2,19459.2,5836.9,5811.9,5060.8,11644.8,12803.3,56.9,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,sat estimate lower,Mcf,1539645,688270,336793,863833,730129,1808648,1504750,1990478,1487848,1444007,1597798,1458744,760206,1268161,930207,210473,249617,862925,309359,307034,229331,545285,440424,395530,307612,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,sat estimate upper,Mcf,1970350,880809,431008,1105485,934377,2314605,1925694,2547301,1904063,1847958,2044771,1866818,972868,1622921,1190427,269351,319446,1104323,395900,392925,293485,697825,563629,506176,393664,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,blended estimate,Mcf,1601300,774587,381035,1006630,1036800,1850428,1358443,1719231,1298961,1405210,2270817,2111508,791437,1554706,1380632,204534,190324,742060,353862,228246,183732,356953,357262,342245,350638,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,blended estimate equivalent co2 released,metric tons,87751.2,42447.4,20880.7,55163.3,56816.6,101403.5,74442.7,94213.9,71183.1,77005.5,124440.8,115710.6,43370.7,85197.9,75658.6,11208.5,10429.8,40664.9,19391.6,12507.9,10068.5,19561.0,19578.0,18755.0,19215.0,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,produced oil,Bbl,3655446,3438906,3796862,4090295,4006343,4119996,3866833,4069824,3995493,3766877,3881872,3541275,3642645,3605007,3672992,3179998,3147666,3152904,3029061,2797489,2670950,3207795,3404679,3543084,2805518,
TX,Ovintiv Inc (OVV),Ovintiv Inc,OVV,produced gas,Mcf,9705147,8354350,9444119,9549830,9867868,9519783,9727729,10499392,10687175,10920263,10372482,10719947,10822905,9799247,10712800,9679205,8762941,9512436,9484493,9291801,8806915,9777434,6637588,9711553,8713756,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,sat estimated volume,Mcf,33673,23282,90714,84254,109887,195187,295619,615626,480315,239470,153467,166849,102796,46075,59802,63841,46121,145953,195194,113453,41099,55892,42268,118710,59888,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,reported volume,Mcf,63271,20077,45487,46741,114401,224627,354480,643062,539806,133394,108186,82325,54807,51304,32371,31795,14856,73676,98721,87816,59266,45954,38666,67125,,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,reported equivalent co2 released,metric tons,3467.3,1100.2,2492.7,2561.4,6269.2,12309.6,19425.5,35239.8,29581.4,7310.0,5928.6,4511.4,3003.4,2811.5,1773.9,1742.4,814.1,4037.4,5409.9,4812.3,3247.8,2518.3,2118.9,3678.5,,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,sat estimate lower,Mcf,29487,20388,79436,73780,96226,170921,258867,539090,420601,209699,134388,146106,90016,40347,52368,55904,40388,127808,170927,99349,35990,48943,37013,103951,52443,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,sat estimate upper,Mcf,37859,26177,101992,94729,123549,219453,332371,692162,540029,269242,172547,187592,115575,51803,67237,71778,51855,164098,219461,127558,46209,62840,47523,133468,67334,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,blended estimate,Mcf,48472,21680,68100,65498,112144,209907,325050,629344,510061,186432,130827,124587,78801,48689,46087,47818,30489,109815,146957,100635,50183,50923,40467,92917,59888,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,blended estimate equivalent co2 released,metric tons,2656.3,1188.1,3731.9,3589.3,6145.5,11502.9,17812.7,34488.1,27951.3,10216.5,7169.3,6827.4,4318.3,2668.2,2525.6,2620.4,1670.8,6017.9,8053.2,5514.8,2750.0,2790.6,2217.6,5091.9,3281.9,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,produced oil,Bbl,390239,361545,465803,531048,536250,480699,539252,623254,579655,567520,520298,483244,436862,372872,489720,487944,393496,499741,570643,496820,426412,405908,395954,358258,,
TX,PDC Energy Inc (PDCE),PDC Energy Inc,PDCE,produced gas,Mcf,2894779,2648572,2875129,3306393,3682941,3573818,4198931,4720321,4708285,4632625,4490704,4386459,3975670,3541369,4096177,3918558,3259416,4062092,4254256,4043718,3436298,3411118,3349657,3082814,,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,sat estimated volume,Mcf,969373,576332,1054966,1014968,1686933,1359011,1513621,1554919,1267940,823839,891552,876326,1280697,807537,358933,348353,118072,888923,778627,762508,499228,256897,277421,302339,182499,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,reported volume,Mcf,1312341,814264,737288,1354801,1014678,1504186,1358387,1774966,1436906,1357463,1148576,1366451,1927578,1181155,998338,514389,339976,346930,433905,300601,337071,442419,215767,199108,170370,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,reported equivalent co2 released,metric tons,71916.3,44621.7,40403.4,74243.1,55604.4,82429.4,74439.6,97268.1,78742.4,74389.0,62942.0,74881.5,105631.3,64727.3,54708.9,28188.5,18630.7,19011.8,23778.0,16472.9,18471.5,24244.6,11824.0,10911.1,9336.3,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,sat estimate lower,Mcf,827164,491782,900199,866070,1439455,1159641,1291569,1326808,1081929,702980,760759,747767,1092815,689069,306276,297249,100750,758516,664400,650646,425990,219209,236723,257985,155726,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,sat estimate upper,Mcf,1111583,660881,1209732,1163867,1934410,1558382,1735674,1783029,1453950,944699,1022345,1004886,1468579,926005,411589,399457,135393,1019330,892854,874370,572466,294584,318120,346693,209272,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,blended estimate,Mcf,1140857,695298,896127,1184885,1350805,1431599,1436004,1664942,1352423,1090651,1020064,1121389,1604138,994346,678635,431371,229024,617926,606266,531554,418149,349658,246594,250724,182499,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,blended estimate equivalent co2 released,metric tons,62519.0,38102.3,49107.8,64931.7,74024.1,78451.6,78693.0,91238.8,74112.8,59767.7,55899.5,61452.1,87906.8,54490.2,37189.2,23639.1,12550.5,33862.3,33223.4,29129.2,22914.6,19161.3,13513.4,13739.7,10000.9,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,produced oil,Bbl,13039532,11880655,12752316,12737489,13740097,13433473,13820146,14274947,13800218,14376679,14101136,14426414,15428043,14006069,15025115,14125045,13312108,14057844,13770159,12889871,12989800,13444307,13062415,13145823,12002480,
TX,Pioneer Natural Resource Co (PXD),Pioneer Natural Resource Co,PXD,produced gas,Mcf,29158150,26783319,29232188,29750242,32214497,31925278,33309065,34256573,34050362,35283625,34005610,35253496,36424747,33170711,36740894,35387388,35580897,37018327,38846728,37524067,37737323,38389603,37229703,38032030,35409110,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,sat estimated volume,Mcf,123863,87197,96269,195895,175410,202348,114568,243360,332174,167279,197144,177179,137588,107185,53372,48911,67569,63563,52707,93792,69240,97825,151921,169824,103450,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,reported volume,Mcf,318759,131772,203476,144870,176365,193808,168518,307478,298310,226475,202715,174334,108232,107271,113246,72377,42443,25897,39474,68674,,,,,,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,reported equivalent co2 released,metric tons,17468.0,7221.1,11150.5,7938.9,9664.8,10620.7,9234.8,16849.8,16347.4,12410.8,11108.8,9553.5,5931.1,5878.5,6205.9,3966.3,2325.9,1419.2,2163.2,3763.3,,,,,,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,sat estimate lower,Mcf,118535,83445,92128,187468,167864,193644,109640,232891,317885,160083,188663,169557,131669,102574,51076,46807,64662,60828,50440,89757,66262,93617,145385,162519,99000,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,sat estimate upper,Mcf,129192,90948,100411,204322,182956,211053,119497,253829,346464,174476,205625,184801,143507,111796,55668,51015,70475,66297,54975,97826,72219,102033,158456,177130,107900,
TX,Rosehill Resources Inc (ROSE),Rosehill Resources Inc,ROSE,blended estimate,Mcf,221311,109484,149873,170382,175887,198078,141543,275419,315242,196877,199929,175757,122910,107228,83309,60644,55006,44730,46091,81233,69240,97825,151921,169824,103450,
